timestamp,value,clean_value,trend_component,regime,event_component,is_missing,is_outage,is_outlier
2018-01-03T21:00:00,30.903023,30.903023,22.182022,0,-0.130336,0,0,0
2018-01-03T22:00:00,29.058447,29.058447,22.184800,0,-0.075952,0,0,0
2018-01-03T23:00:00,26.748922,26.748922,22.187582,0,-0.044261,0,0,0
2018-01-04T00:00:00,34.525321,34.525321,22.190368,1,-0.025793,0,0,0
2018-01-04T01:00:00,22.052085,22.052085,22.193158,1,-0.015030,0,0,0
2018-01-04T02:00:00,28.236405,28.236405,22.195952,1,-0.008759,0,0,0
2018-01-04T03:00:00,30.148341,30.148341,22.198750,1,0.000000,0,0,0
2018-01-04T04:00:00,31.080879,31.080879,22.201552,1,0.000000,0,0,0
2018-01-04T05:00:00,32.150069,32.150069,22.204358,1,0.000000,0,0,0
2018-01-04T06:00:00,40.662432,40.662432,22.207168,1,0.000000,0,0,0
2018-01-04T07:00:00,41.022678,41.022678,22.209982,1,0.000000,0,0,0
2018-01-04T08:00:00,36.453828,36.453828,22.212800,1,0.000000,0,0,0
2018-01-04T09:00:00,31.332684,31.332684,22.215622,1,0.000000,0,0,0
2018-01-04T10:00:00,30.303363,30.303363,22.218448,1,0.000000,0,0,0
2018-01-04T11:00:00,30.944189,30.944189,22.221278,1,0.000000,0,0,0
2018-01-04T12:00:00,26.718254,26.718254,22.224112,1,0.000000,0,0,0
2018-01-04T13:00:00,21.617798,21.617798,22.226950,1,0.000000,0,0,0
2018-01-04T14:00:00,27.119668,27.119668,22.229792,1,0.000000,0,0,0
2018-01-04T15:00:00,29.330231,29.330231,22.232638,3,0.000000,0,0,0
2018-01-04T16:00:00,30.036874,30.036874,22.235488,3,0.000000,0,0,0
2018-01-04T17:00:00,8.180496,8.180496,22.238342,2,0.000000,0,0,0
2018-01-04T18:00:00,20.491159,20.491159,22.241200,1,0.000000,0,0,0
2018-01-04T19:00:00,19.546358,19.546358,22.244062,1,0.000000,0,0,0
2018-01-04T20:00:00,26.049349,26.049349,22.246928,1,0.000000,0,0,0
2018-01-04T21:00:00,29.565357,29.565357,22.249798,1,0.000000,0,0,0
2018-01-04T22:00:00,29.041853,29.041853,22.252672,1,0.000000,0,0,0
2018-01-04T23:00:00,30.850342,30.850342,22.255550,1,0.000000,0,0,0
2018-01-05T00:00:00,32.228034,32.228034,22.258432,1,0.000000,0,0,0
2018-01-05T01:00:00,37.941047,37.941047,22.261318,3,0.000000,0,0,0
2018-01-05T02:00:00,27.600650,27.600650,22.264208,3,-15.144628,0,0,1
2018-01-05T03:00:00,45.941378,45.941378,22.267102,3,-12.898020,0,0,1
2018-01-05T04:00:00,33.289505,33.289505,22.270000,3,-10.984682,0,0,1
2018-01-05T05:00:00,18.107777,18.107777,22.272902,0,-9.355175,0,0,1
2018-01-05T06:00:00,17.550135,17.550135,22.275808,0,-7.967395,0,0,1
2018-01-05T07:00:00,20.491186,20.491186,22.278718,0,-6.785484,0,0,0
2018-01-05T08:00:00,19.598278,19.598278,22.281632,0,-5.778901,0,0,0
2018-01-05T09:00:00,14.730217,14.730217,22.284550,0,-4.921638,0,0,0
2018-01-05T10:00:00,13.064848,13.064848,22.287472,0,-4.191545,0,0,0
2018-01-05T11:00:00,17.850325,17.850325,22.290398,0,0.000000,0,0,0
2018-01-05T12:00:00,16.605751,16.605751,22.293328,0,0.000000,0,0,0
2018-01-05T13:00:00,18.355639,18.355639,22.296262,0,0.000000,0,0,0
2018-01-05T14:00:00,23.954339,23.954339,22.299200,1,0.000000,0,0,0
2018-01-05T15:00:00,22.342216,22.342216,22.302142,1,0.000000,0,0,0
2018-01-05T16:00:00,16.362789,16.362789,22.305088,1,0.000000,0,0,0
2018-01-05T17:00:00,17.953650,17.953650,22.308038,1,0.000000,0,0,0
2018-01-05T18:00:00,21.221906,21.221906,22.310992,1,0.000000,0,0,0
2018-01-05T19:00:00,22.822101,22.822101,22.313950,1,0.000000,0,0,0
2018-01-05T20:00:00,25.662602,25.662602,22.316912,1,0.000000,0,0,0
2018-01-05T21:00:00,31.145699,31.145699,22.319878,1,0.000000,0,0,0
2018-01-05T22:00:00,32.003436,32.003436,22.322848,1,0.000000,0,0,0
2018-01-05T23:00:00,37.013300,37.013300,22.325822,1,0.000000,0,0,0
2018-01-06T00:00:00,33.739789,33.739789,22.328800,1,0.000000,0,0,0
2018-01-06T01:00:00,36.586087,36.586087,22.331782,1,0.000000,0,0,0
2018-01-06T02:00:00,35.108749,35.108749,22.334768,1,0.000000,0,0,0
2018-01-06T03:00:00,32.819445,32.819445,22.337758,1,0.000000,0,0,0
2018-01-06T04:00:00,35.640645,35.640645,22.340752,1,0.000000,0,0,0
2018-01-06T05:00:00,30.525494,30.525494,22.343750,0,0.000000,0,0,0
2018-01-06T06:00:00,34.003642,34.003642,22.346752,0,0.000000,0,0,0
2018-01-06T07:00:00,38.773253,38.773253,22.349758,0,0.000000,0,0,0
2018-01-06T08:00:00,32.286322,32.286322,22.352768,0,0.000000,0,0,0
2018-01-06T09:00:00,27.940277,27.940277,22.355782,0,0.000000,0,0,0
2018-01-06T10:00:00,23.768590,23.768590,22.358800,0,0.000000,0,0,0
2018-01-06T11:00:00,21.117998,21.117998,22.361822,0,0.000000,0,0,0
2018-01-06T12:00:00,22.446950,22.446950,22.364848,0,0.000000,0,0,0
2018-01-06T13:00:00,19.869397,19.869397,22.367878,0,0.000000,0,0,0
2018-01-06T14:00:00,24.458240,24.458240,22.370912,1,0.000000,0,0,0
2018-01-06T15:00:00,22.238603,22.238603,22.373950,1,0.000000,0,0,0
2018-01-06T16:00:00,25.791353,25.791353,22.376992,1,0.000000,0,0,0
2018-01-06T17:00:00,27.018038,27.018038,22.380038,1,0.000000,0,0,0
2018-01-06T18:00:00,29.134389,29.134389,22.383088,1,0.000000,0,0,0
2018-01-06T19:00:00,30.578031,30.578031,22.386142,1,0.000000,0,0,0
2018-01-06T20:00:00,25.323442,25.323442,22.389200,1,-2.243817,0,0,0
2018-01-06T21:00:00,23.132406,23.132406,22.392262,1,-1.886830,0,0,0
2018-01-06T22:00:00,30.886151,30.886151,22.395328,1,-1.586639,0,0,0
2018-01-06T23:00:00,32.997368,32.997368,22.398398,1,-1.334208,0,0,0
2018-01-07T00:00:00,32.953604,32.953604,22.401472,1,0.000000,0,0,0
2018-01-07T01:00:00,30.200968,30.200968,22.404550,1,0.000000,0,0,0
2018-01-07T02:00:00,34.889051,34.889051,22.407632,1,0.000000,0,0,0
2018-01-07T03:00:00,38.729536,38.729536,22.410718,1,0.000000,0,0,0
2018-01-07T04:00:00,37.872147,37.872147,22.413808,1,0.000000,0,0,0
2018-01-07T05:00:00,39.665423,39.665423,22.416902,1,0.000000,0,0,0
2018-01-07T06:00:00,40.085581,40.085581,22.420000,1,0.000000,0,0,0
2018-01-07T07:00:00,39.597314,39.597314,22.423102,3,0.000000,0,0,0
2018-01-07T08:00:00,34.407764,34.407764,22.426208,3,0.000000,0,0,0
2018-01-07T09:00:00,72.893822,72.893822,22.429318,3,0.000000,0,0,0
2018-01-07T10:00:00,68.059931,68.059931,22.432432,3,0.000000,0,0,0
2018-01-07T11:00:00,32.195424,32.195424,22.435550,2,0.000000,0,0,0
2018-01-07T12:00:00,19.861591,19.861591,22.438672,2,0.000000,0,0,0
2018-01-07T13:00:00,13.925336,13.925336,22.441798,2,0.000000,0,0,0
2018-01-07T14:00:00,11.448202,11.448202,22.444928,2,0.000000,0,0,0
2018-01-07T15:00:00,10.150347,10.150347,22.448062,2,0.000000,0,0,0
2018-01-07T16:00:00,12.107420,12.107420,22.451200,2,0.000000,0,0,0
2018-01-07T17:00:00,25.664606,25.664606,22.454342,1,0.000000,0,0,0
2018-01-07T18:00:00,26.897435,26.897435,22.457488,1,0.000000,0,0,0
2018-01-07T19:00:00,28.930871,28.930871,22.460638,1,0.000000,0,0,0
2018-01-07T20:00:00,29.130238,29.130238,22.463792,1,0.000000,0,0,0
2018-01-07T21:00:00,33.251525,33.251525,22.466950,1,0.000000,0,0,0
2018-01-07T22:00:00,33.647204,33.647204,22.470112,1,0.000000,0,0,0
2018-01-07T23:00:00,35.533600,35.533600,22.473278,1,0.000000,0,0,0
2018-01-08T00:00:00,40.214596,40.214596,22.476448,1,0.000000,0,0,0
2018-01-08T01:00:00,43.589740,43.589740,22.479622,1,0.000000,0,0,0
2018-01-08T02:00:00,39.643122,39.643122,22.482800,1,0.000000,0,0,0
2018-01-08T03:00:00,26.995834,26.995834,22.485982,2,0.000000,0,0,0
2018-01-08T04:00:00,33.105986,33.105986,22.489168,2,0.000000,0,0,0
2018-01-08T05:00:00,32.542305,32.542305,22.492358,2,0.000000,0,0,0
2018-01-08T06:00:00,29.746187,29.746187,22.495552,2,0.000000,0,0,0
2018-01-08T07:00:00,28.629451,28.629451,22.498750,2,0.000000,0,0,0
2018-01-08T08:00:00,26.128859,26.128859,22.501952,2,0.000000,0,0,0
2018-01-08T09:00:00,25.745294,25.745294,22.505158,2,0.000000,0,0,0
2018-01-08T10:00:00,24.253918,24.253918,22.508368,2,0.000000,0,0,0
2018-01-08T11:00:00,23.859570,23.859570,22.511582,2,0.000000,0,0,0
2018-01-08T12:00:00,22.366911,22.366911,22.514800,2,0.000000,0,0,0
2018-01-08T13:00:00,20.092987,20.092987,22.518022,2,0.000000,0,0,0
2018-01-08T14:00:00,18.655558,18.655558,22.521248,2,0.000000,0,0,0
2018-01-08T15:00:00,38.249528,38.249528,22.524478,3,0.000000,0,0,0
2018-01-08T16:00:00,18.993948,18.993948,22.527712,2,0.000000,0,0,0
2018-01-08T17:00:00,19.788026,19.788026,22.530950,2,0.000000,0,0,0
2018-01-08T18:00:00,22.209321,22.209321,22.534192,2,0.000000,0,0,0
2018-01-08T19:00:00,23.066539,23.066539,22.537438,2,0.000000,0,0,0
2018-01-08T20:00:00,24.143154,24.143154,22.540688,2,0.000000,0,0,0
2018-01-08T21:00:00,25.777209,25.777209,22.543942,2,0.000000,0,0,0
2018-01-08T22:00:00,25.889692,25.889692,22.547200,2,0.000000,0,0,0
2018-01-08T23:00:00,28.235012,28.235012,22.550462,2,0.000000,0,0,0
2018-01-09T00:00:00,31.050090,31.050090,22.553728,2,0.000000,0,0,0
2018-01-09T01:00:00,33.299717,33.299717,22.556998,2,0.000000,0,0,0
2018-01-09T02:00:00,35.289575,35.289575,22.560272,2,0.000000,0,0,0
2018-01-09T03:00:00,32.991361,32.991361,22.563550,2,0.000000,0,0,0
2018-01-09T04:00:00,36.620024,36.620024,22.566832,2,0.000000,0,0,0
2018-01-09T05:00:00,34.538803,34.538803,22.570118,2,0.000000,0,0,0
2018-01-09T06:00:00,49.036723,49.036723,22.573408,1,0.000000,0,0,0
2018-01-09T07:00:00,59.916723,59.916723,22.576702,3,0.000000,0,0,0
2018-01-09T08:00:00,57.493620,57.493620,22.580000,3,0.000000,0,0,0
2018-01-09T09:00:00,53.090309,53.090309,22.583302,3,0.000000,0,0,0
2018-01-09T10:00:00,48.618319,48.618319,22.586608,3,0.000000,0,0,0
2018-01-09T11:00:00,24.677491,24.677491,22.589918,3,0.000000,0,0,0
2018-01-09T12:00:00,30.738828,30.738828,22.593232,3,0.000000,0,0,0
2018-01-09T13:00:00,26.105308,26.105308,22.596550,3,0.000000,0,0,0
2018-01-09T14:00:00,34.220560,34.220560,22.599872,3,0.000000,0,0,0
2018-01-09T15:00:00,32.461589,32.461589,22.603198,3,0.000000,0,0,0
2018-01-09T16:00:00,19.210937,19.210937,22.606528,0,0.000000,0,0,0
2018-01-09T17:00:00,16.670464,16.670464,22.609862,0,0.000000,0,0,0
2018-01-09T18:00:00,12.997378,12.997378,22.613200,2,0.000000,0,0,0
2018-01-09T19:00:00,16.857496,16.857496,22.616542,2,0.000000,0,0,0
2018-01-09T20:00:00,18.972631,18.972631,22.619888,2,0.000000,0,0,0
2018-01-09T21:00:00,21.599760,21.599760,22.623238,2,0.000000,0,0,0
2018-01-09T22:00:00,22.667850,22.667850,22.626592,2,0.000000,0,0,0
2018-01-09T23:00:00,22.960208,22.960208,22.629950,2,0.000000,0,0,0
2018-01-10T00:00:00,50.558585,50.558585,22.633312,3,0.000000,0,0,0
2018-01-10T01:00:00,49.603435,49.603435,22.636678,3,0.000000,0,0,0
2018-01-10T02:00:00,39.749040,39.749040,22.640048,3,0.000000,0,0,0
2018-01-10T03:00:00,51.411563,51.411563,22.643422,3,0.000000,0,0,0
2018-01-10T04:00:00,65.935764,65.935764,22.646800,3,0.000000,0,0,0
2018-01-10T05:00:00,45.649170,45.649170,22.650182,3,0.000000,0,0,0
2018-01-10T06:00:00,39.566157,39.566157,22.653568,3,0.000000,0,0,0
2018-01-10T07:00:00,45.043028,45.043028,22.656958,3,0.000000,0,0,0
2018-01-10T08:00:00,48.771569,48.771569,22.660352,3,0.000000,0,0,0
2018-01-10T09:00:00,27.559008,27.559008,22.663750,0,0.000000,0,0,0
2018-01-10T10:00:00,24.490531,24.490531,22.667152,0,0.000000,0,0,0
2018-01-10T11:00:00,21.007821,21.007821,22.670558,0,0.000000,0,0,0
2018-01-10T12:00:00,20.949189,20.949189,22.673968,0,0.000000,0,0,0
2018-01-10T13:00:00,19.593614,19.593614,22.677382,0,0.000000,0,0,0
2018-01-10T14:00:00,27.300151,27.300151,22.680800,1,0.000000,0,0,0
2018-01-10T15:00:00,24.134095,24.134095,22.684222,1,0.000000,0,0,0
2018-01-10T16:00:00,23.553395,23.553395,22.687648,1,0.000000,0,0,0
2018-01-10T17:00:00,21.677071,21.677071,22.691078,1,0.000000,0,0,0
2018-01-10T18:00:00,12.356657,12.356657,22.694512,1,0.000000,0,0,0
2018-01-10T19:00:00,18.044664,18.044664,22.697950,1,0.000000,0,0,0
2018-01-10T20:00:00,15.236455,15.236455,22.701392,1,0.000000,0,0,0
2018-01-10T21:00:00,23.237040,23.237040,22.704838,1,0.000000,0,0,0
2018-01-10T22:00:00,30.826012,30.826012,22.708288,1,0.000000,0,0,0
2018-01-10T23:00:00,34.580733,34.580733,22.711742,1,0.000000,0,0,0
2018-01-11T00:00:00,30.945503,30.945503,22.715200,1,0.000000,0,0,0
2018-01-11T01:00:00,37.569736,37.569736,22.718662,1,0.000000,0,0,0
2018-01-11T02:00:00,37.806672,37.806672,22.722128,1,0.000000,0,0,0
2018-01-11T03:00:00,38.264686,38.264686,22.725598,1,0.000000,0,0,0
2018-01-11T04:00:00,44.234640,44.234640,22.729072,2,21.241240,0,0,1
2018-01-11T05:00:00,37.805490,37.805490,22.732550,2,18.106829,0,0,1
2018-01-11T06:00:00,37.565970,37.565970,22.736032,2,15.434939,0,0,1
2018-01-11T07:00:00,35.814830,35.814830,22.739518,2,13.157320,0,0,1
2018-01-11T08:00:00,33.230330,33.230330,22.743008,2,11.215792,0,0,1
2018-01-11T09:00:00,28.355250,28.355250,22.746502,2,9.560762,0,0,1
2018-01-11T10:00:00,28.452516,28.452516,22.750000,2,8.149951,0,0,1
2018-01-11T11:00:00,27.862776,27.862776,22.753502,2,6.947324,0,0,0
2018-01-11T12:00:00,17.886343,17.886343,22.757008,2,5.922159,0,0,0
2018-01-11T13:00:00,28.485555,28.485555,22.760518,1,5.048270,0,0,0
2018-01-11T14:00:00,30.010993,30.010993,22.764032,1,4.303334,0,0,0
2018-01-11T15:00:00,34.599891,34.599891,22.767550,3,3.668323,0,0,0
2018-01-11T16:00:00,26.075780,26.075780,22.771072,3,3.127016,0,0,0
2018-01-11T17:00:00,19.764119,19.764119,22.774598,1,2.665586,0,0,0
2018-01-11T18:00:00,21.596793,21.596793,22.778128,1,2.272245,0,0,0
2018-01-11T19:00:00,21.404582,21.404582,22.781662,1,1.936947,0,0,0
2018-01-11T20:00:00,10.426405,10.426405,22.785200,2,1.651126,0,0,0
2018-01-11T21:00:00,9.977346,9.977346,22.788742,2,0.000000,0,0,0
2018-01-11T22:00:00,14.439265,14.439265,22.792288,2,0.000000,0,0,0
2018-01-11T23:00:00,18.650939,18.650939,22.795838,2,0.000000,0,0,0
2018-01-12T00:00:00,22.324446,22.324446,22.799392,2,0.000000,0,0,0
2018-01-12T01:00:00,25.489312,25.489312,22.802950,2,0.000000,0,0,0
2018-01-12T02:00:00,25.444829,25.444829,22.806512,2,0.000000,0,0,0
2018-01-12T03:00:00,26.608833,26.608833,22.810078,2,0.000000,0,0,0
2018-01-12T04:00:00,45.463679,45.463679,22.813648,3,0.000000,0,0,0
2018-01-12T05:00:00,45.675475,45.675475,22.817222,3,0.000000,0,0,0
2018-01-12T06:00:00,30.842114,30.842114,22.820800,0,0.000000,0,0,0
2018-01-12T07:00:00,24.051357,24.051357,22.824382,0,0.000000,0,0,0
2018-01-12T08:00:00,28.256957,28.256957,22.827968,0,0.000000,0,0,0
2018-01-12T09:00:00,26.292905,26.292905,22.831558,0,0.000000,0,0,0
2018-01-12T10:00:00,29.571216,29.571216,22.835152,0,0.000000,0,0,0
2018-01-12T11:00:00,29.210241,29.210241,22.838750,0,0.000000,0,0,0
2018-01-12T12:00:00,24.074943,24.074943,22.842352,0,0.000000,0,0,0
2018-01-12T13:00:00,18.540679,18.540679,22.845958,0,0.000000,0,0,0
2018-01-12T14:00:00,13.608598,13.608598,22.849568,0,0.000000,0,0,0
2018-01-12T15:00:00,11.068891,11.068891,22.853182,0,0.000000,0,0,0
2018-01-12T16:00:00,9.853589,9.853589,22.856800,0,0.000000,0,0,0
2018-01-12T17:00:00,10.165057,10.165057,22.860422,0,0.000000,0,0,0
2018-01-12T18:00:00,11.232530,11.232530,22.864048,0,0.000000,0,0,0
2018-01-12T19:00:00,16.822205,16.822205,22.867678,0,0.000000,0,0,0
2018-01-12T20:00:00,13.588600,13.588600,22.871312,0,0.000000,0,0,0
2018-01-12T21:00:00,14.759170,14.759170,22.874950,0,0.000000,0,0,0
2018-01-12T22:00:00,-8.306353,-8.306353,22.878592,0,-24.306568,0,0,1
2018-01-12T23:00:00,-1.988924,-1.988924,22.882238,0,-20.562521,0,0,1
2018-01-13T00:00:00,3.309090,3.309090,22.885888,0,-17.395186,0,0,1
2018-01-13T01:00:00,7.573987,7.573987,22.889542,0,-14.715729,0,0,1
2018-01-13T02:00:00,12.328834,12.328834,22.893200,0,-12.449001,0,0,1
2018-01-13T03:00:00,18.702708,18.702708,22.896862,0,-10.531427,0,0,1
2018-01-13T04:00:00,20.721625,20.721625,22.900528,0,-8.909225,0,0,1
2018-01-13T05:00:00,19.647681,19.647681,22.904198,0,-7.536898,0,0,0
2018-01-13T06:00:00,20.912567,20.912567,22.907872,0,-6.375957,0,0,0
2018-01-13T07:00:00,15.687241,15.687241,22.911550,0,-5.393841,0,0,0
2018-01-13T08:00:00,16.614912,16.614912,22.915232,0,0.000000,0,0,0
2018-01-13T09:00:00,19.031362,19.031362,22.918918,0,0.000000,0,0,0
2018-01-13T10:00:00,19.004295,19.004295,22.922608,0,0.000000,0,0,0
2018-01-13T11:00:00,18.312390,18.312390,22.926302,0,0.000000,0,0,0
2018-01-13T12:00:00,18.931918,18.931918,22.930000,0,0.000000,0,0,0
2018-01-13T13:00:00,18.263019,18.263019,22.933702,0,0.000000,0,0,0
2018-01-13T14:00:00,15.703998,15.703998,22.937408,0,0.000000,0,0,0
2018-01-13T15:00:00,17.711599,17.711599,22.941118,0,0.000000,0,0,0
2018-01-13T16:00:00,17.032536,17.032536,22.944832,0,0.000000,0,0,0
2018-01-13T17:00:00,17.115084,17.115084,22.948550,0,0.000000,0,0,0
2018-01-13T18:00:00,17.369659,17.369659,22.952272,0,0.000000,0,0,0
2018-01-13T19:00:00,12.803620,12.803620,22.955998,0,0.000000,0,0,0
2018-01-13T20:00:00,10.411551,10.411551,22.959728,0,0.000000,0,0,0
2018-01-13T21:00:00,14.359991,14.359991,22.963462,0,0.000000,0,0,0
2018-01-13T22:00:00,20.364096,20.364096,22.967200,0,0.000000,0,0,0
2018-01-13T23:00:00,24.603360,24.603360,22.970942,0,0.000000,0,0,0
2018-01-14T00:00:00,27.571805,27.571805,22.974688,0,0.000000,0,0,0
2018-01-14T01:00:00,29.672001,29.672001,22.978438,0,0.000000,0,0,0
2018-01-14T02:00:00,32.151188,32.151188,22.982192,0,0.000000,0,0,0
2018-01-14T03:00:00,35.012068,35.012068,22.985950,0,0.000000,0,0,0
2018-01-14T04:00:00,38.688052,38.688052,22.989712,0,0.000000,0,0,0
2018-01-14T05:00:00,35.602289,35.602289,22.993478,0,0.000000,0,0,0
2018-01-14T06:00:00,37.907657,37.907657,22.997248,0,0.000000,0,0,0
2018-01-14T07:00:00,7.523618,34.494837,23.001022,0,0.000000,0,1,0
2018-01-14T08:00:00,6.216291,33.096656,23.004800,0,0.000000,0,1,0
2018-01-14T09:00:00,6.079457,31.631335,23.008582,0,0.000000,0,1,0
2018-01-14T10:00:00,3.604087,24.607624,23.012368,2,0.000000,0,1,0
2018-01-14T11:00:00,3.744208,21.541140,23.016158,2,0.000000,0,1,0
2018-01-14T12:00:00,4.509210,21.452708,23.019952,2,0.000000,0,1,0
2018-01-14T13:00:00,5.203079,22.629891,23.023750,0,0.000000,0,1,0
2018-01-14T14:00:00,4.324307,21.974552,23.027552,0,0.000000,0,1,0
2018-01-14T15:00:00,5.346272,24.671835,23.031358,0,0.000000,0,1,0
2018-01-14T16:00:00,3.903561,22.880836,23.035168,0,0.000000,0,1,0
2018-01-14T17:00:00,4.350356,23.018272,23.038982,0,0.000000,0,1,0
2018-01-14T18:00:00,3.941059,23.385216,23.042800,0,0.000000,0,1,0
2018-01-14T19:00:00,20.979542,20.979542,23.046622,0,0.000000,0,0,0
2018-01-14T20:00:00,22.882068,22.882068,23.050448,0,0.000000,0,0,0
2018-01-14T21:00:00,25.818919,25.818919,23.054278,0,0.000000,0,0,0
2018-01-14T22:00:00,26.823936,26.823936,23.058112,0,0.000000,0,0,0
2018-01-14T23:00:00,28.194677,28.194677,23.061950,0,0.000000,0,0,0
2018-01-15T00:00:00,31.074495,31.074495,23.065792,0,0.000000,0,0,0
2018-01-15T01:00:00,34.173888,34.173888,23.069638,0,0.000000,0,0,0
